company,ds,yhat
0,2019-11-04,290.7212564307049
0,2019-11-05,249.86188918502225
0,2019-11-06,264.2580290242404
0,2019-11-07,253.2296339329386
0,2019-11-08,294.5825015460478
0,2019-11-09,232.7687912229736
0,2019-11-10,234.32643915933454
0,2019-11-11,267.1798661471995
0,2019-11-12,224.6739208466683
0,2019-11-13,237.76178678136696
0,2019-11-14,225.83310100019023
0,2019-11-15,266.7539447948336
0,2019-11-16,205.02537148325587
0,2019-11-17,207.2211248603122
0,2019-11-18,241.28699917250222
0,2019-11-19,200.57382528219006
0,2019-11-20,216.02484233958796
0,2019-11-21,207.00372239093
0,2019-11-22,251.33491554858563
0,2019-11-23,193.46297545650722
0,2019-11-24,199.8915009267982
0,2019-11-25,238.48411486632392
0,2019-11-26,202.49942416075856
0,2019-11-27,222.78066867432523
0,2019-11-28,218.58626682979323
0,2019-11-29,267.63285826541426
0,2019-11-30,214.25743083097356
0,2019-12-01,224.85909197800527
0,2019-12-02,267.2028285861517
0,2019-12-03,234.457122687703
0,2019-12-04,257.3860580312846
0,2019-12-05,255.18205676809478
0,2019-12-06,305.5107855046496
0,2019-12-07,252.67476539168715
0,2019-12-08,263.05620385194715
0,2019-12-09,304.42136087404276
0,2019-12-10,269.95829846330946
0,2019-12-11,290.4686421112335
0,2019-12-12,285.19950047861124
0,2019-12-13,331.8871022930314
0,2019-12-14,274.91871720443027
0,2019-12-15,280.77342174272985
0,2019-12-16,317.32407714538476
0,2019-12-17,277.87243031021285
0,2019-12-18,293.33803653147356
0,2019-12-19,283.0872252303558
0,2019-12-20,324.9737458665712
0,2019-12-21,263.4977399983075
0,2019-12-22,265.243678724445
0,2019-12-23,298.1797071012021
0,2019-12-24,255.69037630222616
0,2019-12-25,268.7635244923009
0,2019-12-26,256.8175810360904
0,2019-12-27,297.7409742971323
0,2019-12-28,236.0503205555599
0,2019-12-29,238.328052500173
0,2019-12-30,272.52193526389385
0,2019-12-31,231.9784441739242
0,2020-01-01,247.63074582040292
0,2020-01-02,238.82752550950588
0,2020-01-03,283.3742985128476
0,2020-01-04,225.69382972682763
0,2020-01-05,232.2662586989411
0,2020-01-06,270.9313096394235
0,2020-01-07,234.92448727507508
0,2020-01-08,255.06792392535752
0,2020-01-09,250.60204383621263
0,2020-01-10,299.22960645653075
0,2020-01-11,245.27868094789895
0,2020-01-12,255.14508191604594
0,2020-01-13,296.5965861894747
0,2020-01-14,262.8107805007223
0,2020-01-15,284.5671645759502
0,2020-01-16,281.07964599431807
0,2020-01-17,330.04097077540644
0,2020-01-18,275.78563660561247
0,2020-01-19,284.73182572445654
0,2020-01-20,324.6846964591689
0,2020-01-21,288.8729139168855
0,2020-01-22,308.13908556171725
0,2020-01-23,301.7702885770252
0,2020-01-24,347.5402913547892
0,2020-01-25,289.8700805460354
0,2020-01-26,295.267299501529
0,2020-01-27,331.6270082145887
0,2020-01-28,292.2657167043691
0,2020-01-29,308.10942727711904
0,2020-01-30,298.52193861596413
0,2020-01-31,341.34507459550287
0,2020-02-01,281.0575026464409
0,2020-02-02,284.21279228321004
0,2020-02-03,318.7391588803711
0,2020-02-04,277.972868899393
0,2020-02-05,292.8460549483972
0,2020-02-06,282.715194988868
0,2020-02-07,325.40190842331975
0,2020-02-08,265.3527125841223
0,2020-02-09,269.07835850061065
0,2020-02-10,304.4551498459612
0,2020-02-11,264.76017189588777
0,2020-02-12,280.86112280792986
0,2020-02-13,272.0469404194396
0,2020-02-14,316.07081292460873
0,2020-02-15,257.3121512126845
0,2020-02-16,262.21807652193763
0,2020-02-17,298.6067644860126
0,2020-02-18,259.7045137690277
0,2020-02-19,276.3371787942427
0,2020-02-20,267.76211428356186
0,2020-02-21,311.71218306053805
0,2020-02-22,252.55837756229184
0,2020-02-23,256.75159167093295
0,2020-02-24,292.1258776139407
0,2020-02-25,251.93506060580833
0,2020-02-26,267.043365842198
0,2020-02-27,256.7562307563845
0,2020-02-28,298.86288850400825
0,2020-02-29,237.7973158724818
0,2020-03-01,240.07813195054615
0,2020-03-02,273.60983750029254
0,2020-03-03,231.71732676590426
0,2020-03-04,245.33438750965374
0,2020-03-05,233.83242372701207
0,2020-03-06,275.06104712456374
0,2020-03-07,213.5071875432355
0,2020-03-08,215.73336088794858
0,2020-03-09,249.6775305184224
0,2020-03-10,208.68653234283025
0,2020-03-11,223.70380936499106
0,2020-03-12,214.09771074819687
0,2020-03-13,257.7020122188313
0,2020-03-14,198.975308624839
0,2020-03-15,204.4399077956333
0,2020-03-16,241.98264254435125
0,2020-03-17,204.88954286285008
0,2020-03-18,224.03507767144725
0,2020-03-19,218.71217771317535
0,2020-03-20,266.6746471578591
0,2020-03-21,212.29856115044967
0,2020-03-22,222.0232221214444
0,2020-03-23,263.6540342507802
0,2020-03-24,230.39918123714386
0,2020-03-25,253.06076199404154
0,2020-03-26,250.86654483889518
0,2020-03-27,301.5139018540592
0,2020-03-28,249.33248116904858
0,2020-03-29,260.7261579605173
0,2020-03-30,303.4765998521543
0,2020-03-31,270.7803170449514
0,2020-04-01,293.4398462072342
0,2020-04-02,290.6952323687073
0,2020-04-03,340.26738323978344
0,2020-04-04,286.5198750345994
0,2020-04-05,295.8997797828807
0,2020-04-06,336.23988592573437
0,2020-04-07,300.7942244213091
0,2020-04-08,320.42759578308915
0,2020-04-09,314.4453117742413
0,2020-04-10,360.6347772600395
0,2020-04-11,303.42554247060616
0,2020-04-12,309.3284454197802
0,2020-04-13,346.23626319377524
0,2020-04-14,307.457827057311
0,2020-04-15,323.9063341395234
0,2020-04-16,314.92810034029685
0,2020-04-17,358.3434036383917
0,2020-04-18,298.60606388260743
0,2020-04-19,302.2423864450766
0,2020-04-20,337.1518877547218
0,2020-04-21,296.6417487877711
0,2020-04-22,311.6157125982409
0,2020-04-23,301.40364665795374
0,2020-04-24,343.8033889283928
0,2020-04-25,283.24148811199416
0,2020-04-26,286.21342558821374
0,2020-04-27,320.58569420705203
0,2020-04-28,279.6316355451746
1,2019-04-30,315.4015736115086
1,2019-05-01,392.6675002254972
1,2019-05-02,341.7669073511928
1,2019-05-03,373.5395341726714
1,2019-05-04,366.09408890502283
1,2019-05-05,342.85104964654016
1,2019-05-06,403.00327765152235
1,2019-05-07,341.8557030555924
1,2019-05-08,422.7468820015413
1,2019-05-09,375.1270029321429
1,2019-05-10,409.7954019338473
1,2019-05-11,404.8265574085843
1,2019-05-12,383.613259704745
1,2019-05-13,445.32746209947663
1,2019-05-14,385.2600740347365
1,2019-05-15,466.7424995357029
1,2019-05-16,419.224505416871
1,2019-05-17,453.51148858512136
1,2019-05-18,447.6901243561742
1,2019-05-19,425.1711048499266
1,2019-05-20,485.1494886369753
1,2019-05-21,422.9439381732478
1,2019-05-22,501.91766395017714
1,2019-05-23,451.55567583366064
1,2019-05-24,482.70142617348904
1,2019-05-25,473.48184083417436
1,2019-05-26,447.3494600302961
1,2019-05-27,503.5422211905156
1,2019-05-28,437.4221694436406
1,2019-05-29,512.3959214889132
1,2019-05-30,457.99148787438963
1,2019-05-31,485.09454047975834
1,2019-06-01,471.87312131062106
1,2019-06-02,441.8195123157334
1,2019-06-03,494.2097943810046
1,2019-06-04,424.4423753778784
1,2019-06-05,495.9583060384079
1,2019-06-06,438.3179807550358
1,2019-06-07,462.43730167534517
1,2019-06-08,446.5122936823319
1,2019-06-09,414.0608817817599
1,2019-06-10,464.38235160462403
1,2019-06-11,392.89576656868076
1,2019-06-12,463.06015557466145
1,2019-06-13,404.451065173495
1,2019-06-14,427.99655333464995
1,2019-06-15,411.9016132329019
1,2019-06-16,379.68974152691044
1,2019-06-17,430.6621768722828
1,2019-06-18,360.2360892249079
1,2019-06-19,431.8645426077753
1,2019-06-20,375.112835567371
1,2019-06-21,400.89430791320103
1,2019-06-22,387.3946143753399
1,2019-06-23,358.11319218681047
1,2019-06-24,412.3224607009493
1,2019-06-25,345.4060453006914
1,2019-06-26,420.778858816187
1,2019-06-27,367.96365357869666
1,2019-06-28,397.82713952175254
1,2019-06-29,388.5046732959055
1,2019-06-30,363.44224692233655
1,2019-07-01,421.8563125341825
1,2019-07-02,359.07273067635106
1,2019-07-03,438.447667265057
1,2019-07-04,389.44504096233317
1,2019-07-05,422.8736018464596
1,2019-07-06,416.812628923998
1,2019-07-07,394.654955025503
1,2019-07-08,455.56783353358475
1,2019-07-09,394.83291069789675
1,2019-07-10,475.7681039228022
1,2019-07-11,427.80596267832897
1,2019-07-12,461.73156813349533
1,2019-07-13,455.60893528373464
1,2019-07-14,432.8246040444251
1,2019-07-15,492.5489140816733
1,2019-07-16,430.0762104826671
1,2019-07-17,508.7467675819257
1,2019-07-18,458.02499863149654
1,2019-07-19,488.73700292454055
1,2019-07-20,478.9964144297719
1,2019-07-21,452.24724364012684
1,2019-07-22,507.72421760335004
1,2019-07-23,440.79188030952736
1,2019-07-24,514.8652604766621
1,2019-07-25,459.4866984108963
1,2019-07-26,485.5619113421677
1,2019-07-27,471.284292264717
1,2019-07-28,440.1761674432339
1,2019-07-29,491.5475527101184
1,2019-07-30,420.8337067320934
1,2019-07-31,491.51432425381427
1,2019-08-01,433.188996008446
1,2019-08-02,456.8120478548693
1,2019-08-03,440.61578460365575
1,2019-08-04,408.15089057979844
1,2019-08-05,458.7445496459692
1,2019-08-06,387.83760053778093
1,2019-08-07,458.9035827267745
1,2019-08-08,401.52430587120773
1,2019-08-09,426.6250556790293
1,2019-08-10,412.39845572605947
1,2019-08-11,382.34572523269344
1,2019-08-12,435.7358775779373
1,2019-08-13,367.9441519352252
1,2019-08-14,442.3725047912151
1,2019-08-15,388.5267616103292
1,2019-08-16,417.253505126009
1,2019-08-17,406.66568078095935
1,2019-08-18,380.18561857026026
1,2019-08-19,437.0059746200983
1,2019-08-20,372.42984374747437
1,2019-08-21,449.7928299820928
1,2019-08-22,398.54163789809206
1,2019-08-23,429.47222712475866
1,2019-08-24,420.65648062931496
1,2019-08-25,395.4860610536052
1,2019-08-26,453.1339390399531
1,2019-08-27,388.89483150173027
1,2019-08-28,466.10732996273043
1,2019-08-29,414.2322815706824
1,2019-08-30,444.0904715462293
1,2019-08-31,433.78857051635623
1,2019-09-01,406.7620400054011
1,2019-09-02,462.23550466175215
1,2019-09-03,395.56185883040905
1,2019-09-04,470.1429214988691
1,2019-09-05,415.5062394948769
1,2019-09-06,442.5411273836862
1,2019-09-07,429.42294858284373
1,2019-09-08,399.65437236877125
1,2019-09-09,452.52415601362577
1,2019-09-10,383.4447585476844
1,2019-09-11,455.87163628443784
1,2019-09-12,399.378852413949
1,2019-09-13,424.89411702886144
1,2019-09-14,410.62228482378816
1,2019-09-15,380.0860621061035
1,2019-09-16,432.5844831710384
1,2019-09-17,363.5304669576917
1,2019-09-18,436.3703020931526
1,2019-09-19,380.6596842470614
1,2019-09-20,407.2994077064842
1,2019-09-21,394.45971831668226
1,2019-09-22,365.6220542691175
1,2019-09-23,420.03870528474243
1,2019-09-24,353.07166809037295
1,2019-09-25,428.1135106460197
1,2019-09-26,374.66483177799824
1,2019-09-27,403.5713802233737
1,2019-09-28,392.94980272130664
1,2019-09-29,366.23071152188356
1,2019-09-30,422.6195680956099
1,2019-10-01,357.4366304022061
1,2019-10-02,434.0387496705459
1,2019-10-03,381.89758151062455
1,2019-10-04,411.8372587638527
1,2019-10-05,401.9604847414883
1,2019-10-06,375.6917320747722
1,2019-10-07,432.2380447353877
1,2019-10-08,366.9286971718891
1,2019-10-09,443.13650866938923
1,2019-10-10,390.35539506707477
1,2019-10-11,419.4372271718515
1,2019-10-12,408.51698039274027
1,2019-10-13,381.05488988245526
1,2019-10-14,436.29614012480386
1,2019-10-15,369.6093757242379
1,2019-10-16,444.40686479271807
1,2019-10-17,390.2209298990383
1,2019-10-18,417.93974736885775
1,2019-10-19,405.7315286580163
1,2019-10-20,377.0858242305483
1,2019-10-21,431.27250126774163
1,2019-10-22,363.6796999962438
1,2019-10-23,437.73361324566457
1,2019-10-24,382.9747122749302
1,2019-10-25,410.29352241161916
1,2019-10-26,397.85495965076734
1,2019-10-27,369.13996084958006
1,2019-10-28,423.4049461338373
1,2019-10-29,356.02040107264565
1,2019-10-30,430.39140202892327
1,2019-10-31,376.0346832142658
1,2019-11-01,403.8153218962629
1,2019-11-02,391.87202404340377
1,2019-11-03,363.6597132827967
1,2019-11-04,418.4099319761925
1,2019-11-05,351.4703130057503
1,2019-11-06,426.22591838829595
1,2019-11-07,372.1770184115064
1,2019-11-08,400.1763660889628
1,2019-11-09,388.35493135552775
1,2019-11-10,360.16478429940946
1,2019-11-11,414.8396273386613
1,2019-11-12,347.7342309323401
1,2019-11-13,422.24556995853357
1,2019-11-14,367.89024042133656
1,2019-11-15,395.5412220239353
1,2019-11-16,383.35296620711495
1,2019-11-17,354.80351813052454
1,2019-11-18,409.15419509683477
1,2019-11-19,341.7881013812845
1,2019-11-20,416.1303039876451
1,2019-11-21,361.7242776219655
1,2019-11-22,389.4677134560829
1,2019-11-23,377.53669989091065
1,2019-11-24,349.4270111597831
1,2019-11-25,404.41305160786493
1,2019-11-26,337.8857581935533
1,2019-11-27,413.2723049286631
1,2019-11-28,360.11223280634545
1,2019-11-29,389.2931106794423
1,2019-11-30,378.9747415220033
1,2019-12-01,352.6306512808627
1,2019-12-02,409.5074046475748
1,2019-12-03,344.96304200134085
1,2019-12-04,422.38746839007416
1,2019-12-05,371.27940106815447
1,2019-12-06,402.4829602982736
1,2019-12-07,394.112893958612
1,2019-12-08,369.5971467994293
1,2019-12-09,428.137290554078
1,2019-12-10,365.04808005845223
1,2019-12-11,443.6789369679493
1,2019-12-12,393.4919389155926
1,2019-12-13,425.299371539886
1,2019-12-14,417.1898087603145
1,2019-12-15,392.57140976166403
1,2019-12-16,450.6329299022328
1,2019-12-17,386.68369555824415
1,2019-12-18,464.07533361801796
1,2019-12-19,412.27982709930626
1,2019-12-20,442.12695260465307
1,2019-12-21,431.73006793940726
1,2019-12-22,404.52894585887583
1,2019-12-23,459.7501629571658
1,2019-12-24,392.74630948726235
1,2019-12-25,466.91683008924724
1,2019-12-26,411.78508913394097
1,2019-12-27,438.23474096625137
1,2019-12-28,424.43439961403334
1,2019-12-29,393.8793311263112
1,2019-12-30,445.8507049898137
1,2019-12-31,375.7536973621129
1,2020-01-01,447.03728186879187
1,2020-01-02,389.27032560566204
1,2020-01-03,413.37709214040865
1,2020-01-04,397.5611646507853
1,2020-01-05,365.3465275570628
1,2020-01-06,416.03635461061106
1,2020-01-07,345.05080375506736
1,2020-01-08,415.84665806981354
1,2020-01-09,357.99342997056294
1,2020-01-10,382.4090260797394
1,2020-01-11,367.2839778185356
1,2020-01-12,336.1229646161881
1,2020-01-13,388.20416322408045
1,2020-01-14,318.91770647425847
1,2020-01-15,391.68607180096177
1,2020-01-16,336.04099628016576
1,2020-01-17,362.85999433608873
1,2020-01-18,350.2914616587158
1,2020-01-19,321.79707104712554
1,2020-01-20,376.6119733974482
1,2020-01-21,310.08406829228136
1,2020-01-22,385.59514751597214
1,2020-01-23,332.63849349449873
1,2020-01-24,362.05599663061014
1,2020-01-25,351.9637656803863
1,2020-01-26,325.794930428245
1,2020-01-27,382.7601463762886
1,2020-01-28,318.1870653537736
1,2020-01-29,395.4415775963279
1,2020-01-30,344.0054121271051
1,2020-01-31,374.71316654470513
1,2020-02-01,365.6777494817046
1,2020-02-02,340.3329456909825
1,2020-02-03,397.89362535456644
1,2020-02-04,333.69487413115064
1,2020-02-05,411.11286239560684
1,2020-02-06,359.64205327062245
1,2020-02-07,390.13183277547813
1,2020-02-08,380.71155666046843
1,2020-02-09,354.83273394019915
1,2020-02-10,411.7288772789609
1,2020-02-11,346.7543035723598
1,2020-02-12,423.30470817870616
1,2020-02-13,370.8941154771201
1,2020-02-14,400.39129026494595
1,2020-02-15,389.9446039239709
1,2020-02-16,363.02407307195244
1,2020-02-17,418.88109707104394
1,2020-02-18,352.887172765718
1,2020-02-19,428.4544039963529
1,2020-02-20,375.1124020818338
1,2020-02-21,403.7446550424129
1,2020-02-22,392.5133528512944
1,2020-02-23,364.9013802100358
1,2020-02-24,420.17199775693825
1,2020-02-25,353.7074856235508
1,2020-02-26,428.9295637124359
1,2020-02-27,375.37618314387356
1,2020-02-28,403.9377664852247
1,2020-02-29,392.7818855176972
1,2020-03-01,365.3950911462864
1,2020-03-02,421.0424210139354
1,2020-03-03,355.10586482843314
1,2020-03-04,431.0046090686229
1,2020-03-05,378.27166380058395
1,2020-03-06,407.78995815450924
1,2020-03-07,397.7169025005754
1,2020-03-08,371.526141170333
1,2020-03-09,428.46703013945023
1,2020-03-10,363.9031277456891
1,2020-03-11,441.2325270459819
1,2020-03-12,389.9646380068165
1,2020-03-13,420.9565097738762
1,2020-03-14,412.3376927407652
1,2020-03-15,387.55236374084564
1,2020-03-16,445.8192459349244
1,2020-03-17,382.47060624735695
1,2020-03-18,460.87315139095676
1,2020-03-19,410.5054208689002
1,2020-03-20,442.1947553351491
1,2020-03-21,434.0428263555361
1,2020-03-22,409.46843574112904
1,2020-03-23,467.66809974264595
1,2020-03-24,403.9556840083395
1,2020-03-25,481.6838931568605
1,2020-03-26,430.32219642762084
1,2020-03-27,460.6942516086949
1,2020-03-28,450.9037983434381
1,2020-03-29,424.3777157307309
1,2020-03-30,480.32674839676895
1,2020-03-31,414.08515831395215
1,2020-04-01,489.03210043732014
1,2020-04-02,434.669300893047
1,2020-04-03,461.85810044759006
1,2020-04-04,448.74483819115835
1,2020-04-05,418.8032775102672
1,2020-04-06,471.2945888741265
1,2020-04-07,401.60616009646776
1,2020-04-08,473.1720482464195
1,2020-04-09,415.5496704456092
1,2020-04-10,439.65581671914475
1,2020-04-11,423.6909817512014
1,2020-04-12,391.1807404531838
1,2020-04-13,441.43470508493874
1,2020-04-14,369.8843575681047
1,2020-04-15,440.00259335703817
1,2020-04-16,381.3795949169463
1,2020-04-17,404.958136886969
1,2020-04-18,388.95733629608264
1,2020-04-19,356.9135864288445
1,2020-04-20,408.13922259404404
1,2020-04-21,338.0602204876269
1,2020-04-22,410.1357669355257
1,2020-04-23,353.9343207552452
1,2020-04-24,380.36926179037016
1,2020-04-25,367.62313384821897
1,2020-04-26,339.18920910653566
1,2020-04-27,394.3309080783351
1,2020-04-28,328.4203589465632
4,2019-04-30,174.3811806350823
4,2019-05-01,210.22190684161265
4,2019-05-02,183.59395032278928
4,2019-05-03,227.42336723426104
4,2019-05-04,211.34367164297936
4,2019-05-05,177.89918020018538
4,2019-05-06,219.44839458643833
4,2019-05-07,171.39145827678306
4,2019-05-08,208.72198078938746
4,2019-05-09,183.61563790310123
4,2019-05-10,228.94689535680652
4,2019-05-11,214.29766452947803
4,2019-05-12,182.16235625975955
4,2019-05-13,224.85292541396055
4,2019-05-14,177.72788914739925
4,2019-05-15,215.7455615162216
4,2019-05-16,191.0538670945966
4,2019-05-17,236.50804142408685
4,2019-05-18,221.6799945092817
4,2019-05-19,189.06377966733845
4,2019-05-20,230.98074569949452
4,2019-05-21,182.80835038026737
4,2019-05-22,219.53288284802107
4,2019-05-23,193.33847222770825
4,2019-05-24,237.12371431007358
4,2019-05-25,220.50972509457054
4,2019-05-26,186.0441037052148
4,2019-05-27,226.10442921298417
4,2019-05-28,176.12532087291015
4,2019-05-29,211.1493641990207
4,2019-05-30,183.4143366963711
4,2019-05-31,225.86812143202275
4,2019-06-01,208.1751717231537
4,2019-06-02,172.9190603207172
4,2019-06-03,212.50478328960662
4,2019-06-04,162.38488709056546
4,2019-06-05,197.60975239004827
4,2019-06-06,170.4144905849127
4,2019-06-07,213.73385374101633
4,2019-06-08,197.20902363873248
4,2019-06-09,163.39080548228955
4,2019-06-10,204.64287861089673
4,2019-06-11,156.36914530397917
4,2019-06-12,193.56547503380898
4,2019-06-13,168.4082563088433
4,2019-06-14,213.77110658537455
4,2019-06-15,199.23355087438313
4,2019-06-16,167.28613636155217
4,2019-06-17,210.23557574886516
4,2019-06-18,163.4339012282373
4,2019-06-19,201.83186954909004
4,2019-06-20,177.56897747877832
4,2019-06-21,223.4913910176977
4,2019-06-22,209.16155908859488
4,2019-06-23,177.06394760844992
4,2019-06-24,219.51046476943804
4,2019-06-25,171.86954782351498
4,2019-06-26,209.11915091991196
4,2019-06-27,183.43600318917737
4,2019-06-28,227.7124609176546
4,2019-06-29,211.56475504502444
4,2019-06-30,177.53710958492692
4,2019-07-01,218.00534950471382
4,2019-07-02,168.4040227031697
4,2019-07-03,203.7773349751235
4,2019-07-04,176.36632974049976
4,2019-07-05,219.12370029230874
4,2019-07-06,201.7200991079887
4,2019-07-07,166.7464805824863
4,2019-07-08,206.61615205536086
4,2019-07-09,156.79060791420494
4,2019-07-10,192.32948804767807
4,2019-07-11,165.47712567197362
4,2019-07-12,209.17709531868846
4,2019-07-13,193.07863755059407
4,2019-07-14,159.739497306855
4,2019-07-15,201.52883970865432
4,2019-07-16,153.85429570574667
4,2019-07-17,191.71344564894838
4,2019-07-18,167.2821627629035
4,2019-07-19,213.43117559347525
4,2019-07-20,199.73466711421472
4,2019-07-21,168.6753830655244
4,2019-07-22,212.54984546270458
4,2019-07-23,166.69765422164767
4,2019-07-24,206.05511610134363
4,2019-07-25,182.7455566670316
4,2019-07-26,229.59761273190344
4,2019-07-27,216.15526788617942
4,2019-07-28,184.8840568785771
4,2019-07-29,228.07699772599125
4,2019-07-30,181.084208397621
4,2019-07-31,218.8664330158154
4,2019-08-01,193.58483140774348
